"ID","X","Y","City","Date Collected","Nightly Price","Monthly Price","Neighborhood","Room Type","Street","Units","URL","User URL"
"air79609",-90.037031997358,29.965445208487,"New Orleans","2015-08-16T21:59:09.289Z",110,2800,"MarignyBywater","Entire home/apt","Mazant St",1,"http://airbnb.com/rooms/79609","http://airbnb.com/users/show/428909"
"air2432541",-90.034746103613,29.963183003419,"New Orleans","2015-08-16T21:59:09.289Z",170,4760,"MarignyBywater","Entire home/apt","North Rampart Street",1,"http://airbnb.com/rooms/2432541","http://airbnb.com/users/show/4777319"
"air870209",-90.070558807862,29.974714121788,"New Orleans","2015-08-16T21:59:09.289Z",85,2380,"Seventh Ward","Entire home/apt","North Galvez Street",1,"http://airbnb.com/rooms/870209","http://airbnb.com/users/show/1604633"
"air1336428",-90.082071973228,30.017329405028,"New Orleans","2015-08-16T21:59:09.289Z",319,6000,"Filmore","Entire home/apt","Alfred Street",1,"http://airbnb.com/rooms/1336428","http://airbnb.com/users/show/4400787"
"air1040014",-90.078894630489,29.98055963823,"New Orleans","2015-08-16T21:59:09.289Z",150,4200,"Fairgrounds","Entire home/apt","Maurepas Street",1,"http://airbnb.com/rooms/1040014","http://airbnb.com/users/show/5726364"
"air212811",-90.082880792225,29.97529655255,"New Orleans","2015-08-16T21:59:09.289Z",99,2772,"Bayou St John","Entire home/apt","Orchid St",1,"http://airbnb.com/rooms/212811","http://airbnb.com/users/show/1097370"
"air956635",-90.084966880878,29.981284096139,"New Orleans","2015-08-16T21:59:09.289Z",130,1900,"Fairgrounds","Entire home/apt","Verna Street",1,"http://airbnb.com/rooms/956635","http://airbnb.com/users/show/5199957"
"air857111",-90.079872990437,29.923940385159,"New Orleans","2015-08-16T21:59:09.289Z",145,4060,"Irish Channel","Entire home/apt","Washington Avenue",3,"http://airbnb.com/rooms/857111","http://airbnb.com/users/show/564637"
"air919919",-90.103035419626,29.921075809041,"New Orleans","2015-08-16T21:59:09.289Z",150,1500,"Uptown","Entire home/apt","Camp Street",1,"http://airbnb.com/rooms/919919","http://airbnb.com/users/show/4942268"
"air452436",-90.108425387729,29.923655843707,"New Orleans","2015-08-13T03:05:27.732Z",140,3000,"Uptown","Entire home/apt","Dufossat St",3,"http://airbnb.com/rooms/452436",""
"air3265513",-90.109941553183,29.935706053057,"New Orleans","2015-08-16T21:59:09.289Z",160,2100,"Freret","Entire home/apt","Soniat Street",1,"http://airbnb.com/rooms/3265513","http://airbnb.com/users/show/4613282"
"air2539993",-90.095672823708,29.928424314448,"New Orleans","2015-08-16T21:59:09.289Z",130,1500,"","Entire home/apt","Baronne Street",1,"http://airbnb.com/rooms/2539993","http://airbnb.com/users/show/2577149"
"air2539803",-90.052972538752,29.965112949986,"New Orleans","2015-08-16T21:59:09.289Z",125,3500,"","Entire home/apt","Saint Roch Avenue",1,"http://airbnb.com/rooms/2539803","http://airbnb.com/users/show/13004929"
"air1022282",-90.04962088565,29.951717247264,"New Orleans","2015-08-16T21:59:09.289Z",150,2100,"Algiers","Entire home/apt","Eliza Street",1,"http://airbnb.com/rooms/1022282","http://airbnb.com/users/show/5627870"
"air744496",-90.053384452425,29.949661354864,"New Orleans","2015-08-13T03:05:27.732Z",129,2700,"Algiers","Entire home/apt","Seguin Street",3,"http://airbnb.com/rooms/744496",""
"air71624",-90.036761879778,29.966332357136,"New Orleans","2015-08-16T21:59:09.289Z",130,3640,"MarignyBywater","Entire home/apt","Royal St",1,"http://airbnb.com/rooms/71624","http://airbnb.com/users/show/367223"
"air860509",-90.11634181736,30.018601696236,"New Orleans","2015-08-13T03:05:27.732Z",89,2000,"West End","Private room","Hay Place",3,"http://airbnb.com/rooms/860509",""
"air4225399",-90.125895947739,30.017551673811,"Metairie","2015-08-16T21:59:09.289Z",80,2100,"Metarie","Entire home/apt","Geneva Street",1,"http://airbnb.com/rooms/4225399","http://airbnb.com/users/show/20658221"
"air2464604",-90.101039237165,29.918689739128,"New Orleans","2015-08-13T03:05:27.732Z",115,3220,"East and West Riverside","Entire home/apt","General Pershing Street",3,"http://airbnb.com/rooms/2464604",""
"air2417752",-90.105278510339,29.924571118269,"New Orleans","2015-08-16T21:59:09.289Z",130,3500,"Uptown","Entire home/apt","Cadiz Street",1,"http://airbnb.com/rooms/2417752","http://airbnb.com/users/show/12356348"
"air901876",-90.112252432326,29.939371282155,"New Orleans","2015-08-16T21:59:09.289Z",90,2520,"Uptown","Private room","Octavia Street",3,"http://airbnb.com/rooms/901876","http://airbnb.com/users/show/4772370"
"air19091",-90.118877094377,29.963174299452,"New Orleans","2015-08-16T21:59:09.289Z",100,2400,"Riverbend","Entire home/apt","Pritchard Pl",1,"http://airbnb.com/rooms/19091","http://airbnb.com/users/show/72880"
"air895626",-90.111485559852,29.937092619248,"New Orleans","2015-08-16T21:59:09.289Z",90,2520,"Uptown","Private room","Octavia Street",3,"http://airbnb.com/rooms/895626","http://airbnb.com/users/show/4772370"
"air736245",-90.097617616563,29.929370478035,"New Orleans","2015-08-13T03:05:27.732Z",100,1900,"Milan","Entire home/apt","Dryades St",3,"http://airbnb.com/rooms/736245",""
"air2359631",-90.092926619948,29.965287834672,"New Orleans","2015-08-16T21:59:09.289Z",108,3024,"Mid City","Private room","Palmyra Street",3,"http://airbnb.com/rooms/2359631","http://airbnb.com/users/show/1890423"
"air259868",-90.075971294869,29.972428067065,"New Orleans","2015-08-16T21:59:09.289Z",200,5600,"Treme","Entire home/apt","N Tonti St",1,"http://airbnb.com/rooms/259868","http://airbnb.com/users/show/1363780"
"air967567",-90.068146795132,29.965534401837,"New Orleans","2015-08-16T21:59:09.289Z",150,4200,"Treme","Entire home/apt","Treme Street",2,"http://airbnb.com/rooms/967567","http://airbnb.com/users/show/5278748"
"air474197",-90.07017035497,29.967591351396,"New Orleans","2015-08-16T21:59:09.289Z",85,2250,"Treme","Entire home/apt","Ursulines Ave",1,"http://airbnb.com/rooms/474197","http://airbnb.com/users/show/2350989"
"air4283263",-90.071911663094,29.951275640719,"New Orleans","2015-08-16T21:59:09.289Z",99,2772,"Central Business District","Entire home/apt","Carondelet Street",22,"http://airbnb.com/rooms/4283263","http://airbnb.com/users/show/4962900"
"air898002",-90.048852039026,29.952637164405,"New Orleans","2015-08-16T21:59:09.289Z",150,2500,"Algiers","Entire home/apt","Elmira Avenue",1,"http://airbnb.com/rooms/898002","http://airbnb.com/users/show/4791074"
"air21707",-90.047796915229,29.949058793235,"New Orleans","2015-08-13T03:05:27.732Z",85,2380,"Algiers","Entire home/apt","Belleville St",3,"http://airbnb.com/rooms/21707",""
"air945849",-90.071234784921,29.945461009028,"New Orleans","2015-08-16T21:59:09.289Z",125,3500,"Central Business District","Entire home/apt","Saint Charles Avenue",1,"http://airbnb.com/rooms/945849","http://airbnb.com/users/show/5124883"
"air853954",-90.023165003171,29.924032528485,"New Orleans","2015-08-13T03:05:27.732Z",75,1425,"Algiers","Private room","Heritage Lane",3,"http://airbnb.com/rooms/853954",""
"air621074",-90.085840649884,29.981127922989,"New Orleans","2015-08-31T06:15:01.545Z",190,5320,"Fairgrounds","Entire home/apt","Verna Ct",2,"http://airbnb.com/rooms/621074","http://airbnb.com/users/show/1815835"
"air718801",-90.085119678144,29.982212790996,"New Orleans","2015-08-31T06:15:01.545Z",150,3000,"Fairgrounds","Entire home/apt","Verna St",1,"http://airbnb.com/rooms/718801","http://airbnb.com/users/show/3211371"
"air2986299",-90.104321839216,29.921241017843,"New Orleans","2015-08-31T06:15:01.545Z",115,3220,"Uptown","Entire home/apt","Magazine St",1,"http://airbnb.com/rooms/2986299","http://airbnb.com/users/show/15227275"
"air3458408",-90.10803853268,29.925392714495,"New Orleans","2015-08-31T06:15:01.545Z",300,3500,"Uptown","Entire home/apt","Lyons Street",1,"http://airbnb.com/rooms/3458408","http://airbnb.com/users/show/17429954"
"air264388",-90.115915335879,29.936301340367,"New Orleans","2015-08-31T06:15:01.545Z",450,3500,"Uptown","Entire home/apt","Soniat St",2,"http://airbnb.com/rooms/264388","http://airbnb.com/users/show/891126"
"air458029",-90.130276163715,29.947951045379,"New Orleans","2015-08-31T06:15:01.545Z",125,1600,"Riverbend","Entire home/apt","Dublin St",1,"http://airbnb.com/rooms/458029","http://airbnb.com/users/show/2277128"
"air240473",-90.123191482845,29.953244051966,"New Orleans","2015-08-31T06:15:01.545Z",165,2500,"","Entire home/apt","S Carrollton Ave",9,"http://airbnb.com/rooms/240473","http://airbnb.com/users/show/681237"
"air450446",-90.096652379337,29.970519845731,"New Orleans","2015-08-31T06:15:01.545Z",575,16100,"Mid City","Entire home/apt","S Clark St",1,"http://airbnb.com/rooms/450446","http://airbnb.com/users/show/2236704"
"air1817724",-90.09218047336,29.963656576284,"New Orleans","2015-08-31T06:15:01.545Z",90,2520,"Mid City","Private room","Banks Street",1,"http://airbnb.com/rooms/1817724","http://airbnb.com/users/show/3620595"
"air182312",-90.067935954228,29.966293606588,"New Orleans","2015-08-31T06:15:01.545Z",95,2200,"Treme","Entire home/apt","Marais St",4,"http://airbnb.com/rooms/182312","http://airbnb.com/users/show/2935610"
"air1315801",-90.066294728527,29.965622200712,"New Orleans","2015-08-11T16:30:25.494Z",100,2800,"Treme","Entire home/apt","Treme Street",1,"http://airbnb.com/rooms/1315801","http://airbnb.com/users/show/1031495"
"air185372",-90.052366606821,29.96888405216,"New Orleans","2015-08-31T06:15:01.545Z",375,4600,"MarignyBywater","Entire home/apt","Spain St",2,"http://airbnb.com/rooms/185372","http://airbnb.com/users/show/889701"
"air4284085",-90.070445268488,29.950495412177,"New Orleans","2015-08-31T06:15:01.545Z",99,2772,"Central Business District","Entire home/apt","Carondelet Street",22,"http://airbnb.com/rooms/4284085","http://airbnb.com/users/show/4962900"
"air1322796",-90.023100794284,29.924135078474,"New Orleans","2015-08-31T06:15:01.545Z",75,1425,"Algiers","Private room","Heritage Lane",2,"http://airbnb.com/rooms/1322796","http://airbnb.com/users/show/4459941"
"air209874",-90.090545606266,29.979973203887,"New Orleans","2015-08-31T06:15:01.545Z",110,3080,"City Park","Entire home/apt","Taft Place",1,"http://airbnb.com/rooms/209874","http://airbnb.com/users/show/1034255"
"air90806",-90.105360483607,29.975538969532,"New Orleans","2015-08-31T06:15:01.545Z",147,2250,"Mid City","Entire home/apt","S Pierce St",1,"http://airbnb.com/rooms/90806","http://airbnb.com/users/show/485705"
"air2256489",-90.099347893106,29.917887281583,"New Orleans","2015-08-31T06:15:01.545Z",300,8400,"East and West Riverside","Entire home/apt","Tchoupitoulas Street",1,"http://airbnb.com/rooms/2256489","http://airbnb.com/users/show/4332603"
"air842212",-90.106889100502,29.922866842935,"New Orleans","2015-08-31T06:15:01.545Z",900,25200,"Uptown","Entire home/apt","Bordeaux Street",1,"http://airbnb.com/rooms/842212","http://airbnb.com/users/show/4397227"
"air853426",-90.118429459289,29.938896594798,"New Orleans","2015-08-31T06:15:01.545Z",245,6860,"Uptown","Entire home/apt","Octavia Street",1,"http://airbnb.com/rooms/853426","http://airbnb.com/users/show/4456392"
"air3971392",-90.128372141701,29.946265520623,"New Orleans","2015-08-31T06:15:01.545Z",180,3000,"","Entire home/apt","Fern Street",1,"http://airbnb.com/rooms/3971392","http://airbnb.com/users/show/20582466"
"air821609",-90.132091470233,29.947976175082,"New Orleans","2015-08-31T06:15:01.545Z",150,2000,"Riverbend","Entire home/apt","Fern St",1,"http://airbnb.com/rooms/821609","http://airbnb.com/users/show/4314354"
"air880981",-90.095074588155,29.971198030737,"New Orleans","2015-08-31T06:15:01.545Z",150,4200,"Mid City","Entire home/apt","Canal Street",1,"http://airbnb.com/rooms/880981","http://airbnb.com/users/show/4660356"
"air684584",-90.09612646454,29.967181302425,"New Orleans","2015-08-31T06:15:01.545Z",99,2000,"Mid City","Private room","Palmyra St",1,"http://airbnb.com/rooms/684584","http://airbnb.com/users/show/2176992"
"air148382",-90.08374541975,29.93372011183,"New Orleans","2015-08-31T06:15:01.545Z",120,2700,"Central City","Entire home/apt","Philip St",2,"http://airbnb.com/rooms/148382","http://airbnb.com/users/show/138383"
"air2396511",-90.075058941052,29.962760989206,"New Orleans","2015-08-17T01:15:01.794Z",185,5180,"Treme","Entire home/apt","Conti Street",1,"http://airbnb.com/rooms/2396511","http://airbnb.com/users/show/7644678"
"air698423",-90.077044768649,29.968272596243,"New Orleans","2015-08-31T06:15:01.545Z",80,1500,"Treme","Private room","N Johnson St",1,"http://airbnb.com/rooms/698423","http://airbnb.com/users/show/3579678"
"air737235",-90.074245013795,29.969424820431,"New Orleans","2015-08-31T06:15:01.545Z",105,2940,"Treme","Private room","St Philip St",2,"http://airbnb.com/rooms/737235","http://airbnb.com/users/show/3849334"
"air107325",-90.06656059293,29.967103084183,"New Orleans","2015-08-31T06:15:01.545Z",92,2200,"Treme","Entire home/apt","Marais St",4,"http://airbnb.com/rooms/107325","http://airbnb.com/users/show/2935610"
"air829933",-90.073549574466,29.967863461544,"New Orleans","2015-08-31T06:15:01.545Z",99,2772,"Treme","Private room","St Philip St",2,"http://airbnb.com/rooms/829933","http://airbnb.com/users/show/3849334"
"air4292039",-90.072233832243,29.951942841206,"New Orleans","2015-08-31T06:15:01.545Z",109,3052,"Central Business District","Entire home/apt","Carondelet Street",22,"http://airbnb.com/rooms/4292039","http://airbnb.com/users/show/4962900"
"air4293751",-90.070370970395,29.951469622801,"New Orleans","2015-08-31T06:15:01.545Z",109,3052,"Central Business District","Entire home/apt","Carondelet Street",22,"http://airbnb.com/rooms/4293751","http://airbnb.com/users/show/4962900"
"air2486340",-90.0654777701,29.957445476801,"New Orleans","2015-08-31T06:15:01.545Z",179,5012,"","Entire home/apt","Conti Street",1,"http://airbnb.com/rooms/2486340","http://airbnb.com/users/show/12723165"
"air2126250",-90.06679754627,29.944731277694,"New Orleans","2015-08-11T16:30:25.494Z",399,11172,"Central Business District","Entire home/apt","Tchoupitoulas Street",3,"http://airbnb.com/rooms/2126250","http://airbnb.com/users/show/10660778"
"air4188278",-90.037293676676,29.979377409104,"New Orleans","2015-08-31T06:15:01.545Z",75,2100,"Florida","Private room","Desire Street",1,"http://airbnb.com/rooms/4188278","http://airbnb.com/users/show/21728546"
"air604677",-90.080832681491,29.980755259848,"New Orleans","2015-08-17T01:15:01.794Z",108,1800,"Fairgrounds","Entire home/apt","Fortin St",1,"http://airbnb.com/rooms/604677","http://airbnb.com/users/show/2993908"
"air252828",-90.079135879581,29.982479954386,"New Orleans","2015-08-31T06:15:01.545Z",75,2100,"Fairgrounds","Private room","Rosiere St",2,"http://airbnb.com/rooms/252828","http://airbnb.com/users/show/1017442"
"air10291",-90.109282084406,29.986663211521,"New Orleans","2015-08-31T06:15:01.545Z",250,7000,"Navarre","Entire home/apt","Greenwood Dr",1,"http://airbnb.com/rooms/10291","http://airbnb.com/users/show/31004"
"air2607935",-90.098632620637,29.923646043155,"New Orleans","2015-08-31T06:15:01.545Z",175,4900,"Touro","Entire home/apt","Milan St",1,"http://airbnb.com/rooms/2607935","http://airbnb.com/users/show/13355405"
"air862252",-90.089598518681,29.93334415661,"New Orleans","2015-08-31T06:15:01.545Z",105,2200,"Central City","Private room","Sixth Street",1,"http://airbnb.com/rooms/862252","http://airbnb.com/users/show/4519511"
"air2359037",-90.092870508013,29.965225368772,"New Orleans","2015-08-31T06:15:01.545Z",108,3024,"Mid City","Private room","Palmyra Street",3,"http://airbnb.com/rooms/2359037","http://airbnb.com/users/show/1890423"
"air688595",-90.075358765793,29.966473442396,"New Orleans","2015-08-11T16:30:25.494Z",95,2660,"Treme","Private room","Dumaine St",3,"http://airbnb.com/rooms/688595",""
"air1850112",-90.069157184714,29.968270417296,"New Orleans","2015-08-31T06:15:01.545Z",119,3332,"Treme","Private room","Esplanade Avenue",1,"http://airbnb.com/rooms/1850112","http://airbnb.com/users/show/130904"
"air101101",-90.067063224721,29.965414485749,"New Orleans","2015-08-31T06:15:01.545Z",99,2400,"Treme","Entire home/apt","Marais St",4,"http://airbnb.com/rooms/101101","http://airbnb.com/users/show/2935610"
"air4350902",-90.067152518334,29.96468181938,"New Orleans","2015-08-31T06:15:01.545Z",160,1200,"","Private room","Ursulines Ave",1,"http://airbnb.com/rooms/4350902","http://airbnb.com/users/show/18616242"
"air2488640",-90.074095983446,29.96624195383,"New Orleans","2015-08-11T16:30:25.494Z",70,1500,"Treme","Private room","Dumaine Street",1,"http://airbnb.com/rooms/2488640","http://airbnb.com/users/show/12736584"
"air252713",-90.052290419084,29.966625225491,"New Orleans","2015-08-31T06:15:01.545Z",95,1850,"MarignyBywater","Private room","Spain St",2,"http://airbnb.com/rooms/252713","http://airbnb.com/users/show/889701"
"air851665",-90.039745382628,29.951151846821,"New Orleans","2015-08-31T06:15:01.545Z",150,3000,"Algiers","Private room","Whitney Avenue",1,"http://airbnb.com/rooms/851665","http://airbnb.com/users/show/4446067"
"air317793",-90.045411372752,29.949798327879,"New Orleans","2015-08-31T06:15:01.545Z",175,2100,"Algiers","Entire home/apt","Pacific Ave",1,"http://airbnb.com/rooms/317793","http://airbnb.com/users/show/1631225"
"air4412405",-90.070660079568,29.949887534742,"New Orleans","2015-08-31T06:15:01.545Z",99,2772,"","Entire home/apt","Carondelet Street",22,"http://airbnb.com/rooms/4412405","http://airbnb.com/users/show/4962900"
"air595885",-90.107031112817,29.921701569274,"New Orleans","2015-08-31T06:15:01.545Z",140,3100,"Uptown","Entire home/apt","Camp St",5,"http://airbnb.com/rooms/595885","http://airbnb.com/users/show/2110240"
"air910765",-90.137970398431,29.929884593719,"New Orleans","2015-08-11T16:30:25.494Z",185,5180,"","Entire home/apt","Walnut Street",1,"http://airbnb.com/rooms/910765","http://airbnb.com/users/show/4878956"
"air726498",-90.121580862208,29.952679281558,"New Orleans","2015-08-31T06:15:01.545Z",219,3250,"","Entire home/apt","S Carrollton Ave",9,"http://airbnb.com/rooms/726498","http://airbnb.com/users/show/681237"
"air726483",-90.1226534961,29.953354255482,"New Orleans","2015-08-31T06:15:01.545Z",225,2500,"","Entire home/apt","S Carrollton Ave",9,"http://airbnb.com/rooms/726483","http://airbnb.com/users/show/681237"
"air32250",-90.084031747102,29.933654804354,"New Orleans","2015-08-31T06:15:01.545Z",115,1800,"Central City","Entire home/apt","Philip St",2,"http://airbnb.com/rooms/32250","http://airbnb.com/users/show/138383"
"air619368",-90.075648929261,29.96840945928,"New Orleans","2015-08-13T19:34:50.944Z",380,10640,"Treme","Entire home/apt","Dumaine St",1,"http://airbnb.com/rooms/619368","http://airbnb.com/users/show/3068956"
"air509383",-90.069686436583,29.970880314908,"New Orleans","2015-08-13T19:34:50.944Z",75,2100,"Seventh Ward","Private room","N Prieur St",4,"http://airbnb.com/rooms/509383","http://airbnb.com/users/show/226422"
"air633302",-90.065345816542,29.963980005326,"New Orleans","2015-08-13T19:34:50.944Z",450,12600,"Treme","Entire home/apt","St Ann St",1,"http://airbnb.com/rooms/633302","http://airbnb.com/users/show/3152134"
"air905897",-90.070542047372,29.967496808184,"New Orleans","2015-08-13T19:34:50.944Z",125,3500,"Treme","Entire home/apt","Ursulines Avenue",2,"http://airbnb.com/rooms/905897","http://airbnb.com/users/show/4847397"
"air4417359",-90.07188146109,29.953179928931,"New Orleans","2015-08-13T19:34:50.944Z",79,2212,"","Entire home/apt","Common Street",22,"http://airbnb.com/rooms/4417359","http://airbnb.com/users/show/4962900"
"air3883015",-90.05605754567,29.96754292934,"New Orleans","2015-09-01T06:15:01.536Z",325,9100,"","Entire home/apt","Marigny Street",1,"http://airbnb.com/rooms/3883015","http://airbnb.com/users/show/20076772"
"air4412443",-90.070843191034,29.950286455949,"New Orleans","2015-09-01T06:15:01.536Z",99,2772,"Central Business District","Entire home/apt","Carondelet Street",22,"http://airbnb.com/rooms/4412443","http://airbnb.com/users/show/4962900"
"air3979839",-90.07224488408,29.93747398583,"New Orleans","2015-09-01T06:15:01.536Z",800,11000,"","Entire home/apt","Coliseum Street",2,"http://airbnb.com/rooms/3979839","http://airbnb.com/users/show/20627474"
"air1052739",-90.021751148767,29.923846676006,"New Orleans","2015-09-01T06:15:01.536Z",75,1425,"Algiers","Private room","Heritage Lane",2,"http://airbnb.com/rooms/1052739","http://airbnb.com/users/show/4459941"
"air2520175",-90.112359315269,29.938711118962,"New Orleans","2015-09-01T06:15:01.536Z",110,3080,"Uptown","Private room","Octavia Street",3,"http://airbnb.com/rooms/2520175","http://airbnb.com/users/show/4772370"
"air252062",-90.133902871522,29.944702493901,"New Orleans","2015-09-01T06:15:01.536Z",40,1120,"Riverbend","Private room","Maple St",4,"http://airbnb.com/rooms/252062","http://airbnb.com/users/show/102651"
"air726491",-90.122954957613,29.954335654696,"New Orleans","2015-09-01T06:15:01.536Z",214,3250,"","Entire home/apt","S Carrollton Ave",9,"http://airbnb.com/rooms/726491","http://airbnb.com/users/show/681237"
"air706407",-90.119002392638,29.972189439217,"New Orleans","2015-08-11T16:30:25.494Z",50,1400,"Hollygrove","Private room","Palmetto St",3,"http://airbnb.com/rooms/706407",""
"air827968",-90.097658847574,29.930494669001,"New Orleans","2015-09-01T06:15:01.536Z",1100,30800,"Milan","Entire home/apt","Dryades Street",1,"http://airbnb.com/rooms/827968","http://airbnb.com/users/show/2979148"
"air389487",-90.09181140855,29.933948896352,"New Orleans","2015-09-01T06:15:01.536Z",200,2000,"Central City","Private room","7th St",2,"http://airbnb.com/rooms/389487","http://airbnb.com/users/show/1948606"
"air896083",-90.075468670682,29.930495830222,"New Orleans","2015-08-11T16:30:25.494Z",200,5600,"","Entire home/apt","Josephine Street",3,"http://airbnb.com/rooms/896083",""
"air9378",-90.073763132663,29.968717162078,"New Orleans","2015-08-11T16:30:25.494Z",70,1960,"Treme","Private room","St Philip St",3,"http://airbnb.com/rooms/9378",""
"air2728386",-90.072775254023,29.967689377628,"New Orleans","2015-08-13T19:34:50.944Z",60,1680,"Treme","Private room","N Prieur St",1,"http://airbnb.com/rooms/2728386","http://airbnb.com/users/show/13962717"
"air3858760",-90.059004190601,29.95676179898,"New Orleans","2015-09-01T06:15:01.536Z",500,15000,"","Entire home/apt","Decatur Street",7,"http://airbnb.com/rooms/3858760","http://airbnb.com/users/show/19859194"
"air754262",-90.057640452004,29.971652443774,"New Orleans","2015-08-11T16:30:25.494Z",60,1000,"Seventh Ward","Private room","Frenchmen St",1,"http://airbnb.com/rooms/754262","http://airbnb.com/users/show/3968730"
"air53173",-90.039057181866,29.964832363893,"New Orleans","2015-09-01T06:15:01.536Z",145,4060,"MarignyBywater","Private room","Gallier St",2,"http://airbnb.com/rooms/53173","http://airbnb.com/users/show/12154"
"air1936935",-90.08616440846,29.976301116456,"New Orleans","2015-09-01T06:15:01.536Z",150,1400,"","Entire home/apt","St Philip St",1,"http://airbnb.com/rooms/1936935","http://airbnb.com/users/show/7607004"
"air3198221",-90.089831982722,29.978530587016,"New Orleans","2015-09-01T06:15:01.536Z",140,3920,"","Entire home/apt","G Saint John Court",1,"http://airbnb.com/rooms/3198221","http://airbnb.com/users/show/16208902"
"air1964364",-90.082014687911,29.92347069707,"New Orleans","2015-08-11T16:30:25.494Z",50,2800,"","Private room","Annunciation St",2,"http://airbnb.com/rooms/1964364","http://airbnb.com/users/show/4818237"
"air2145325",-90.097825479973,29.918555432871,"New Orleans","2015-09-01T06:15:01.536Z",75,2100,"East and West Riverside","Private room","General Pershing Street",1,"http://airbnb.com/rooms/2145325","http://airbnb.com/users/show/3461431"
"air3576821",-90.09351785879,29.917958701631,"New Orleans","2015-09-01T06:15:01.536Z",148,4144,"East and West Riverside","Entire home/apt","General Taylor Street",2,"http://airbnb.com/rooms/3576821","http://airbnb.com/users/show/18013274"
"air1023969",-90.097632047517,29.923153055284,"New Orleans","2015-08-18T01:15:01.767Z",195,5460,"Touro","Entire home/apt","Camp Street",1,"http://airbnb.com/rooms/1023969","http://airbnb.com/users/show/5636839"
"air805274",-90.105302799513,29.922284877346,"New Orleans","2015-09-01T06:15:01.536Z",175,2600,"Uptown","Entire home/apt","Lyons St",1,"http://airbnb.com/rooms/805274","http://airbnb.com/users/show/4194374"
"air890508",-90.10825468606,29.921186098249,"New Orleans","2015-09-01T06:15:01.536Z",299,8372,"Uptown","Entire home/apt","Magazine Street",1,"http://airbnb.com/rooms/890508","http://airbnb.com/users/show/4728090"
"air896501",-90.123239745254,29.923777808992,"New Orleans","2015-09-01T06:15:01.536Z",229,3000,"Uptown","Entire home/apt","Webster Street",2,"http://airbnb.com/rooms/896501","http://airbnb.com/users/show/4778949"
"air903961",-90.127682853743,29.92169562924,"New Orleans","2015-09-01T06:15:01.536Z",149,4172,"","Entire home/apt","Laurel Street",3,"http://airbnb.com/rooms/903961","http://airbnb.com/users/show/4823282"
"air3817447",-90.113603733059,29.922090605377,"New Orleans","2015-09-01T06:15:01.536Z",70,1750,"Uptown","Private room","Magazine Street",1,"http://airbnb.com/rooms/3817447","http://airbnb.com/users/show/2001721"
"air949854",-90.134426392012,29.946354981999,"New Orleans","2015-09-01T06:15:01.536Z",25,700,"Riverbend","Shared room","Maple Street",4,"http://airbnb.com/rooms/949854","http://airbnb.com/users/show/102651"
"air1066305",-90.131562029687,29.950423645041,"New Orleans","2015-09-01T06:15:01.536Z",125,1850,"Riverbend","Entire home/apt","Plum Street",9,"http://airbnb.com/rooms/1066305","http://airbnb.com/users/show/681237"
"air586434",-90.085059443324,29.932192267537,"New Orleans","2015-09-01T06:15:01.536Z",175,2500,"Central City","Entire home/apt","Second St",3,"http://airbnb.com/rooms/586434","http://airbnb.com/users/show/2852373"
"air2359595",-90.092700702758,29.966117578539,"New Orleans","2015-09-01T06:15:01.536Z",118,3304,"Mid City","Private room","Palmyra Street",3,"http://airbnb.com/rooms/2359595","http://airbnb.com/users/show/1890423"
"air1687782",-90.07864783781,29.97176088358,"New Orleans","2015-09-01T06:15:01.536Z",70,1960,"Treme","Entire home/apt","Dumaine Street",1,"http://airbnb.com/rooms/1687782","http://airbnb.com/users/show/8920379"
"air1671283",-90.069330807267,29.965322549738,"New Orleans","2015-09-01T06:15:01.536Z",85,2380,"Treme","Private room","Dumaine Street",1,"http://airbnb.com/rooms/1671283","http://airbnb.com/users/show/8847984"
"air4493673",-90.068064689174,29.966093436529,"New Orleans","2015-09-01T06:15:01.536Z",135,3780,"Treme","Entire home/apt","Treme Street",2,"http://airbnb.com/rooms/4493673","http://airbnb.com/users/show/5278748"
"air4417275",-90.07032754541,29.953172968285,"New Orleans","2015-09-01T06:15:01.536Z",79,2212,"","Entire home/apt","Common Street",22,"http://airbnb.com/rooms/4417275","http://airbnb.com/users/show/4962900"
"air4284327",-90.071765142064,29.951677278884,"New Orleans","2015-09-01T06:15:01.536Z",99,2772,"Central Business District","Entire home/apt","Carondelet Street",22,"http://airbnb.com/rooms/4284327","http://airbnb.com/users/show/4962900"
"air3857816",-90.05895969832,29.95692763666,"New Orleans","2015-09-01T06:15:01.536Z",400,12000,"","Entire home/apt","Decatur Street",7,"http://airbnb.com/rooms/3857816","http://airbnb.com/users/show/19859194"
"air3851577",-90.059482026824,29.914671147018,"Gretna","2015-08-11T16:30:25.494Z",135,3780,"","Entire home/apt","Lafayette Street",1,"http://airbnb.com/rooms/3851577","http://airbnb.com/users/show/19861500"
"air393492",-90.076418013115,29.985199473557,"New Orleans","2015-09-01T06:15:01.536Z",75,2100,"Fairgrounds","Private room","Rosiere St",2,"http://airbnb.com/rooms/393492","http://airbnb.com/users/show/1017442"
"air5621",-90.080811877369,29.974398025483,"New Orleans","2015-08-18T01:15:01.767Z",40,1200,"Bayou St John","Entire home/apt","Crete St",1,"http://airbnb.com/rooms/5621","http://airbnb.com/users/show/473622"
